,Path,Total_latency,Total_noise,Signal_noise_ratio
0,A->B,0.001768990752562263,3.535533905932738e-07,34.51544993495972
1,A->C->D->B,0.00624035381403802,1.2472073391334222e-06,29.040613422260705
2,A->C->D->E->F->B,0.011314584820075978,2.261351462973377e-06,26.456319336441766
3,A->C->D->F->B,0.008268767626733618,1.6526094476328655e-06,27.818297687990515
4,A->C->E->D->B,0.008110582242233186,1.6209942574734923e-06,27.902185236783154
5,A->C->E->D->F->B,0.010138996054928783,2.0263963659729355e-06,26.93275602056492
6,A->C->E->F->B,0.009374290550333272,1.8735610707270568e-06,27.273321460463006
7,A->C->E->F->D->B,0.01125370503726087,2.249183929818279e-06,26.47975028139772
8,A->D->B,0.0039682413450922846,7.930992178549617e-07,31.006724784181998
9,A->D->C->E->F->B,0.010710225428059604,2.140563204541394e-06,26.694719442004708
10,A->D->E->F->B,0.009042472351130244,1.8072433416949169e-06,27.429833666199933
11,A->D->F->B,0.005996655157787882,1.198501326354405e-06,29.213614810061472
12,A->B->D->C,0.005635994422021644,1.126419080701439e-06,29.483000015141428
13,A->B->D->E->C,0.007506222850216811,1.5002059990415092e-06,28.238491022080623
14,A->B->D->F->E->C,0.010649345645244494,2.1283956713862956e-06,26.719476329905767
15,A->B->F->D->C,0.0076644082347172415,1.5318211892008823e-06,28.147919273115363
16,A->B->F->D->E->C,0.009534636662912408,1.9056081075409524e-06,27.199664081215793
17,A->B->F->E->C,0.008769931158316896,1.7527728122950733e-06,27.562743718472824
18,A->B->F->E->D->C,0.010710225428059602,2.140563204541394e-06,26.694719442004708
19,A->C,0.0023733501445786383,4.74341649025257e-07,33.23908740944319
20,A->D->B->F->E->C,0.010969181750846919,2.1923186395567612e-06,26.590963236620496
21,A->D->C,0.003709285022304969,7.413437828395945e-07,31.299803502301586
22,A->D->E->C,0.005579513450500135,1.1151307011796648e-06,29.526742272575458
23,A->D->F->E->C,0.00872263624552782,1.743320373524451e-06,27.586227943769032
24,A->B->D,0.0038319707486856114,7.6586395315504e-07,31.158483708916314
25,A->B->F->D,0.005860384561381209,1.1712660616544832e-06,29.31344440552332
26,A->B->F->E->C->D,0.010573954831652929,2.113327939841472e-06,26.750331052133596
27,A->B->F->E->D,0.008906201754723569,1.780008076994995e-06,27.495780270245902
28,A->C->D,0.004177373817914672,8.34896776571656e-07,30.783672156978156
29,A->C->E->D,0.006047602246109837,1.2086836949117263e-06,29.176873364653247
30,A->C->E->F->B->D,0.01143727054645662,2.285871633288823e-06,26.409481617445998
31,A->C->E->F->D,0.009190725041137522,1.836873367256513e-06,27.359207826149156
32,A->D,0.001905261348968936,3.807886552931955e-07,34.19315998882512
33,A->B->D->C->E,0.0074049851745839074,1.4799724712947128e-06,28.297463627644962
34,A->B->D->E,0.005737232097654548,1.1466526084482354e-06,29.4056813666335
35,A->B->D->F->E,0.008880354892682232,1.7748422807930219e-06,27.508402339467033
36,A->B->F->D->C->E,0.009433398987279504,1.885374579794156e-06,27.24602352738605
37,A->B->F->D->E,0.007765645910350145,1.5520547169476787e-06,28.09092971963425
38,A->B->F->E,0.007000940405754634,1.3992194217017995e-06,28.541141753136984
39,A->C->D->B->F->E,0.011472303467230391,2.292873370241948e-06,26.39619929624072
40,A->C->D->E,0.006082635166883608,1.2156854318648514e-06,29.15178787628153
41,A->C->D->F->E,0.009225757961911293,1.8438751042096378e-06,27.34268499437251
42,A->C->E,0.004142340897140901,8.278950396185308e-07,30.820247195000423
43,A->D->B->F->E,0.009200190998284657,1.8387652489634875e-06,27.354737126256715
44,A->D->C->E,0.005478275774867232,1.0948971734328683e-06,29.606266653970135
45,A->D->E,0.003810522697937872,7.61577310586391e-07,31.18286003218531
46,A->D->F->E,0.006953645492965557,1.3897669829311773e-06,28.5705801018508
47,A->B->D->C->E->F,0.01049945516876893,2.098438315137362e-06,26.78103792613655
48,A->B->D->E->F,0.008831702091839571,1.7651184522908845e-06,27.532261449786198
49,A->B->D->F,0.005785884898497209,1.1563764369503728e-06,29.369007663672477
50,A->B->F,0.003906470411569611,7.807535778591504e-07,31.074860169076572
51,A->C->D->B->F,0.008377833473045368,1.674407526399299e-06,27.761388325275057
52,A->C->D->E->F,0.00917710516106863,1.8341512757075005e-06,27.36564847785062
53,A->C->D->F,0.00613128796772627,1.2254092603669888e-06,29.117188420462654
54,A->C->E->D->B->F,0.010248061901240535,2.048194444739369e-06,26.886288161196568
55,A->C->E->D->F,0.008001516395921435,1.599196178707059e-06,27.96098256639077
56,A->C->E->F,0.007236810891325924,1.4463608834611801e-06,28.397233321166922
57,A->D->B->F,0.0061057210040996335,1.2202994051208384e-06,29.135336004409474
58,A->D->C->E->F,0.008572745769052256,1.7133630172755173e-06,27.661506115255822
59,A->D->E->F,0.006904992692122895,1.3800431544290402e-06,28.60107332847047
60,A->D->F,0.0038591754987805336,7.713011390885282e-07,31.127760272534537
61,B->A,0.001768990752562263,3.535533905932738e-07,34.51544993495972
62,B->D->A,0.0039682413450922846,7.930992178549617e-07,31.006724784181998
63,B->D->C->A,0.00624035381403802,1.2472073391334222e-06,29.040613422260705
64,B->D->E->C->A,0.008110582242233186,1.6209942574734923e-06,27.902185236783154
65,B->D->F->E->C->A,0.01125370503726087,2.2491839298182788e-06,26.47975028139772
66,B->F->D->A,0.005996655157787883,1.198501326354405e-06,29.213614810061472
67,B->F->D->C->A,0.008268767626733618,1.6526094476328655e-06,27.818297687990515
68,B->F->D->E->C->A,0.010138996054928785,2.0263963659729355e-06,26.93275602056492
69,B->F->E->C->A,0.009374290550333272,1.8735610707270564e-06,27.273321460463006
70,B->F->E->C->D->A,0.010710225428059602,2.140563204541394e-06,26.694719442004708
71,B->F->E->D->A,0.009042472351130244,1.8072433416949167e-06,27.429833666199933
72,B->F->E->D->C->A,0.01131458482007598,2.261351462973377e-06,26.456319336441766
73,B->A->C,0.004142340897140901,8.278950396185308e-07,30.820247195000423
74,B->A->D->C,0.005478275774867232,1.0948971734328683e-06,29.606266653970135
75,B->A->D->E->C,0.007348504203062398,1.4686840917729385e-06,28.330716092158937
76,B->A->D->F->E->C,0.010491626998090081,2.0968737641177248e-06,26.78427714120874
77,B->D->A->C,0.0063415914896709225,1.2674408668802186e-06,28.970722937592765
78,B->D->C,0.0038670036694593815,7.728656901081651e-07,31.118959719457653
79,B->D->E->C,0.005737232097654548,1.1466526084482354e-06,29.4056813666335
80,B->D->F->E->C,0.008880354892682232,1.7748422807930219e-06,27.508402339467033
81,B->F->D->A->C,0.00837000530236652,1.6728429753796618e-06,27.76544823010504
82,B->F->D->C,0.005895417482154979,1.1782677986076086e-06,29.287559911790314
83,B->F->D->E->C,0.007765645910350146,1.5520547169476787e-06,28.09092971963425
84,B->F->E->C,0.0070009404057546345,1.3992194217017995e-06,28.541141753136984
85,B->F->E->D->A->C,0.011415822495708883,2.2815849907201735e-06,26.417633488009
86,B->F->E->D->C,0.008941234675497341,1.7870098139481203e-06,27.47873062417797
87,B->A->C->D,0.005946364570476934,1.18845016716493e-06,29.250190239307692
88,B->A->C->E->D,0.0078165929986721,1.562237085505e-06,28.06253056813921
89,B->A->C->E->F->D,0.010959715793699785,2.1904267578497864e-06,26.594712639162893
90,B->A->D,0.003674252101531199,7.343420458864693e-07,31.34101604879875
91,B->D,0.0020629799961233487,4.1231056256176617e-07,33.84775539310863
92,B->F->D,0.004091393808818946,8.177126710612095e-07,30.873992724822998
93,B->F->E->C->A->D,0.011279551899302208,2.254349726020252e-06,26.469787092752803
94,B->F->E->C->D,0.008804964079090667,1.7597745492481984e-06,27.54542967577386
95,B->F->E->D,0.007137211002161308,1.4264546864017212e-06,28.457420198416465
96,B->A->C->D->E,0.00785162591944587,1.5692388224581253e-06,28.043109561053512
97,B->A->C->D->F->E,0.010994748714473555,2.197428494802912e-06,26.580852481394132
98,B->A->C->E,0.005911331649703164,1.1814484302118046e-06,29.27585230411839
99,B->A->D->C->E,0.0072472665274294955,1.448450564026142e-06,28.390963227847163
100,B->A->D->E,0.005579513450500135,1.1151307011796648e-06,29.526742272575458
101,B->A->D->F->E,0.00872263624552782,1.743320373524451e-06,27.586227943769032
102,B->D->A->C->E,0.008110582242233185,1.6209942574734923e-06,27.902185236783154
103,B->D->C->E,0.005635994422021644,1.1264190807014389e-06,29.483000015141428
104,B->D->E,0.0039682413450922846,7.930992178549617e-07,31.006724784181998
105,B->D->F->E,0.00711136414011997,1.4212888901997481e-06,28.473176387031014
106,B->F->D->A->C->E,0.010138996054928783,2.0263963659729355e-06,26.93275602056492
107,B->F->D->C->E,0.007664408234717242,1.5318211892008823e-06,28.147919273115363
108,B->F->D->E,0.005996655157787883,1.198501326354405e-06,29.213614810061472
109,B->F->E,0.005231949653192371,1.0456660311085258e-06,29.806069999869898
110,B->A->C->D->E->F,0.010946095913630893,2.1877046663007746e-06,26.600113068600816
111,B->A->C->D->F,0.007900278720288532,1.5789626509602627e-06,28.016281427426254
112,B->A->C->E->D->F,0.009770507148483699,1.952749569300333e-06,27.093534493105487
113,B->A->C->E->F,0.009005801643888187,1.7999142740544539e-06,27.44748178892078
114,B->A->D->C->E->F,0.010341736521614518,2.066916407868791e-06,26.84677087153755
115,B->A->D->E->F,0.008673983444685158,1.733596545022314e-06,27.610519672161796
116,B->A->D->F,0.005628166251342797,1.124854529681802e-06,29.489036384783397
117,B->D->A->C->E->F,0.011205052236418208,2.2394601013161414e-06,26.49856670630587
118,B->D->C->E->F,0.008730464416206667,1.7448849245440882e-06,27.582332095549177
119,B->D->E->F,0.007062711339277307,1.4115650616976108e-06,28.502990996034512
120,B->D->F,0.0040168941459349464,8.02823046357099e-07,30.953801688675945
121,B->F,0.0021374796590073485,4.2720018726587666e-07,33.69368565603753
122,C->A,0.0023733501445786383,4.74341649025257e-07,33.23908740944319
123,C->D->A,0.003709285022304969,7.413437828395945e-07,31.299803502301586
124,C->D->B->A,0.005635994422021644,1.1264190807014389e-06,29.483000015141428
125,C->D->E->F->B->A,0.010710225428059602,2.140563204541394e-06,26.694719442004708
126,C->D->F->B->A,0.007664408234717242,1.5318211892008821e-06,28.147919273115363
127,C->E->D->A,0.005579513450500135,1.1151307011796648e-06,29.526742272575458
128,C->E->D->B->A,0.007506222850216811,1.5002059990415092e-06,28.238491022080623
129,C->E->D->F->B->A,0.009534636662912408,1.9056081075409524e-06,27.199664081215793
130,C->E->F->B->A,0.008769931158316896,1.7527728122950735e-06,27.562743718472824
131,C->E->F->B->D->A,0.010969181750846917,2.1923186395567617e-06,26.59096323662049
132,C->E->F->D->A,0.00872263624552782,1.7433203735244512e-06,27.586227943769032
133,C->E->F->D->B->A,0.010649345645244494,2.1283956713862956e-06,26.719476329905767
134,C->A->B,0.004142340897140901,8.278950396185308e-07,30.820247195000423
135,C->A->D->B,0.0063415914896709225,1.2674408668802186e-06,28.970722937592765
136,C->A->D->E->F->B,0.011415822495708881,2.281584990720174e-06,26.417633488008995
137,C->A->D->F->B,0.00837000530236652,1.672842975379662e-06,27.76544823010504
138,C->D->A->B,0.005478275774867232,1.0948971734328683e-06,29.606266653970135
139,C->D->B,0.0038670036694593815,7.728656901081651e-07,31.118959719457653
140,C->D->E->F->B,0.00894123467549734,1.7870098139481203e-06,27.47873062417797
141,C->D->F->B,0.005895417482154979,1.1782677986076084e-06,29.287559911790314
142,C->E->D->A->B,0.007348504203062398,1.4686840917729385e-06,28.330716092158937
143,C->E->D->B,0.005737232097654548,1.1466526084482354e-06,29.4056813666335
144,C->E->D->F->B,0.007765645910350146,1.5520547169476787e-06,28.09092971963425
145,C->E->F->B,0.007000940405754634,1.3992194217017997e-06,28.541141753136984
146,C->E->F->D->A->B,0.010491626998090081,2.096873764117725e-06,26.78427714120874
147,C->E->F->D->B,0.008880354892682232,1.7748422807930219e-06,27.508402339467033
148,C->A->B->D,0.006205320893264249,1.240205602180297e-06,29.06506311216375
149,C->A->B->F->D,0.008233734705959847,1.6456077106797403e-06,27.83673686372996
150,C->A->B->F->E->D,0.011279551899302208,2.2543497260202525e-06,26.469787092752803
151,C->A->D,0.004278611493547574,8.551303043184525e-07,30.679677026582116
152,C->D,0.0018040236733360328,3.60555127546399e-07,34.43028323846582
153,C->E->D,0.003674252101531199,7.343420458864693e-07,31.34101604879875
154,C->E->F->B->A->D,0.010675192507285831,2.133561467588269e-06,26.708948406650595
155,C->E->F->B->D,0.009063920401877982,1.811529984263566e-06,27.41954473171017
156,C->E->F->D,0.006817374896558884,1.3625317182312558e-06,28.656533790384945
157,C->A->B->D->E,0.008110582242233185,1.6209942574734925e-06,27.902185236783154
158,C->A->B->D->F->E,0.01125370503726087,2.249183929818279e-06,26.47975028139772
159,C->A->B->F->D->E,0.010138996054928783,2.026396365972936e-06,26.93275602056492
160,C->A->B->F->E,0.009374290550333272,1.8735610707270568e-06,27.273321460463006
161,C->A->D->B->F->E,0.011573541142863294,2.3131068979887444e-06,26.358042962679132
162,C->A->D->E,0.0061838728425165105,1.235918959611648e-06,29.080100054181944
163,C->A->D->F->E,0.009326995637544196,1.8641086319564346e-06,27.29528782494622
164,C->D->A->B->F->E,0.010710225428059604,2.140563204541394e-06,26.694719442004708
165,C->D->B->F->E,0.009098953322651752,1.8185317212166912e-06,27.402791190089314
166,C->D->E,0.003709285022304969,7.413437828395945e-07,31.299803502301586
167,C->D->F->E,0.006852407817332653,1.369533455184381e-06,28.634273542647094
168,C->E,0.001768990752562263,3.535533905932738e-07,34.51544993495972
169,C->A->B->D->E->F,0.011205052236418208,2.239460101316142e-06,26.49856670630587
170,C->A->B->D->F,0.008159235043075848,1.6307180859756299e-06,27.876211120973974
171,C->A->B->F,0.006279820556148249,1.2550952268844075e-06,29.013233220383363
172,C->A->D->B->F,0.00847907114867827,1.6946410541460953e-06,27.70922276642025
173,C->A->D->E->F,0.009278342836701533,1.8543848034542972e-06,27.31800140376912
174,C->A->D->F,0.006232525643359172,1.2456427881137853e-06,29.04606482069235
175,C->D->A->B->F,0.0076157554338745805,1.522097360698745e-06,28.175575671042953
176,C->D->B->F,0.00600448332846673,1.2000658773740419e-06,29.207949127900925
177,C->D->E->F,0.0068037550164899915,1.3598096266822436e-06,28.665218885919867
178,C->D->F,0.0037579378231476306,7.510676113417318e-07,31.243209659106853
179,C->E->D->A->B->F,0.009485983862069747,1.8958842790388152e-06,27.221881746501914
180,C->E->D->B->F,0.007874711756661896,1.5738527957141121e-06,28.030358901463977
181,C->E->D->F,0.005628166251342797,1.124854529681802e-06,29.489036384783397
182,C->E->F,0.0048634607467472855,9.72019234435923e-07,30.123251411161796
183,D->A,0.001905261348968936,3.807886552931955e-07,34.19315998882512
184,D->B->A,0.0038319707486856114,7.6586395315504e-07,31.158483708916314
185,D->B->F->E->C->A,0.01143727054645662,2.2858716332888225e-06,26.409481617445998
186,D->C->A,0.004177373817914672,8.34896776571656e-07,30.783672156978156
187,D->C->E->F->B->A,0.010573954831652929,2.1133279398414726e-06,26.750331052133596
188,D->E->C->A,0.006047602246109837,1.2086836949117263e-06,29.176873364653247
189,D->E->F->B->A,0.008906201754723569,1.7800080769949952e-06,27.495780270245902
190,D->F->B->A,0.0058603845613812095,1.1712660616544832e-06,29.31344440552332
191,D->F->E->C->A,0.009190725041137522,1.8368733672565127e-06,27.359207826149156
192,D->A->B,0.003674252101531199,7.343420458864693e-07,31.34101604879875
193,D->A->C->E->F->B,0.011279551899302208,2.254349726020252e-06,26.469787092752803
194,D->B,0.0020629799961233487,4.1231056256176617e-07,33.84775539310863
195,D->C->A->B,0.005946364570476935,1.1884501671649297e-06,29.250190239307692
196,D->C->E->F->B,0.008804964079090667,1.7597745492481988e-06,27.545429675773857
197,D->E->C->A->B,0.0078165929986721,1.562237085505e-06,28.06253056813921
198,D->E->F->B,0.007137211002161307,1.4264546864017214e-06,28.45742019841646
199,D->F->B,0.004091393808818946,8.177126710612095e-07,30.873992724822998
200,D->F->E->C->A->B,0.010959715793699785,2.1904267578497864e-06,26.594712639162893
201,D->A->B->F->E->C,0.010675192507285833,2.133561467588269e-06,26.708948406650595
202,D->A->C,0.004278611493547574,8.551303043184525e-07,30.679677026582116
203,D->B->A->C,0.006205320893264249,1.240205602180297e-06,29.06506311216375
204,D->B->F->E->C,0.009063920401877982,1.8115299842635656e-06,27.41954473171017
205,D->C,0.0018040236733360328,3.60555127546399e-07,34.43028323846582
206,D->E->C,0.003674252101531199,7.343420458864693e-07,31.34101604879875
207,D->E->F->B->A->C,0.011279551899302208,2.254349726020252e-06,26.469787092752803
208,D->F->B->A->C,0.008233734705959847,1.6456077106797403e-06,27.83673686372996
209,D->F->E->C,0.006817374896558884,1.3625317182312558e-06,28.656533790384945
210,D->A->B->F->E,0.00890620175472357,1.7800080769949952e-06,27.495780270245902
211,D->A->C->E,0.006047602246109837,1.2086836949117263e-06,29.176873364653247
212,D->B->A->C->E,0.007974311645826512,1.5937589927735708e-06,27.975773517115883
213,D->B->F->E,0.00729492964931572,1.4579765936702919e-06,28.362494481177905
214,D->C->A->B->F->E,0.011178314223669307,2.2341161982734557e-06,26.508942426095764
215,D->C->E,0.003573014425898296,7.141085181396728e-07,31.46235786475725
216,D->E,0.001905261348968936,3.807886552931955e-07,34.19315998882512
217,D->F->B->A->C->E,0.01000272545852211,1.999161101273014e-06,26.991522070951092
218,D->F->E,0.0050483841439966206,1.008978327637982e-06,29.96118162096408
219,D->A->B->F,0.005811731760538548,1.1615422331523459e-06,29.349649948249454
220,D->A->C->E->F,0.00914207224029486,1.8271495387543753e-06,27.38225907382988
221,D->B->A->C->E->F,0.011068781640011535,2.21222483661622e-06,26.551707361650074
222,D->B->F,0.004200459655130697,8.395107498276428e-07,30.759737384051032
223,D->C->A->B->F,0.008083844229484284,1.6156503544308064e-06,27.916526197811727
224,D->C->E->F,0.006667484420083318,1.3325743619823221e-06,28.7530854658095
225,D->E->C->A->B->F,0.009954072657679449,1.9894372727708767e-06,27.012697496660934
226,D->E->F,0.004999731343153959,9.992544991358447e-07,30.003238876558264
227,D->F,0.0019539141498115978,3.905124837953328e-07,34.08365078158597
228,E->C->A,0.004142340897140901,8.278950396185308e-07,30.820247195000423
229,E->C->D->A,0.005478275774867232,1.0948971734328683e-06,29.606266653970135
230,E->C->D->B->A,0.007404985174583908,1.4799724712947128e-06,28.297463627644962
231,E->C->D->F->B->A,0.009433398987279504,1.885374579794156e-06,27.24602352738605
232,E->D->A,0.003810522697937872,7.61577310586391e-07,31.18286003218531
233,E->D->B->A,0.005737232097654548,1.1466526084482354e-06,29.4056813666335
234,E->D->C->A,0.006082635166883607,1.2156854318648514e-06,29.15178787628153
235,E->D->F->B->A,0.007765645910350145,1.5520547169476787e-06,28.09092971963425
236,E->F->B->A,0.0070009404057546345,1.3992194217017995e-06,28.541141753136984
237,E->F->B->D->A,0.009200190998284655,1.8387652489634873e-06,27.354737126256715
238,E->F->B->D->C->A,0.011472303467230391,2.2928733702419476e-06,26.39619929624072
239,E->F->D->A,0.006953645492965557,1.3897669829311775e-06,28.5705801018508
240,E->F->D->B->A,0.008880354892682232,1.7748422807930219e-06,27.508402339467033
241,E->F->D->C->A,0.009225757961911291,1.8438751042096378e-06,27.34268499437251
242,E->C->A->B,0.005911331649703164,1.1814484302118046e-06,29.27585230411839
243,E->C->A->D->B,0.008110582242233186,1.6209942574734923e-06,27.902185236783154
244,E->C->A->D->F->B,0.010138996054928783,2.0263963659729355e-06,26.93275602056492
245,E->C->D->A->B,0.0072472665274294955,1.448450564026142e-06,28.390963227847163
246,E->C->D->B,0.005635994422021645,1.126419080701439e-06,29.483000015141428
247,E->C->D->F->B,0.0076644082347172415,1.5318211892008823e-06,28.147919273115363
248,E->D->A->B,0.005579513450500135,1.1151307011796648e-06,29.526742272575458
249,E->D->B,0.0039682413450922846,7.930992178549617e-07,31.006724784181998
250,E->D->C->A->B,0.00785162591944587,1.5692388224581251e-06,28.04310956105352
251,E->D->F->B,0.005996655157787882,1.198501326354405e-06,29.213614810061472
252,E->F->B,0.005231949653192371,1.0456660311085258e-06,29.806069999869898
253,E->F->D->A->B,0.00872263624552782,1.7433203735244512e-06,27.586227943769032
254,E->F->D->B,0.00711136414011997,1.4212888901997481e-06,28.473176387031014
255,E->F->D->C->A->B,0.010994748714473554,2.1974284948029116e-06,26.580852481394132
256,E->C,0.001768990752562263,3.535533905932738e-07,34.51544993495972
257,E->D->A->C,0.0061838728425165105,1.235918959611648e-06,29.080100054181944
258,E->D->B->A->C,0.008110582242233186,1.6209942574734923e-06,27.902185236783154
259,E->D->C,0.003709285022304969,7.413437828395945e-07,31.299803502301586
260,E->D->F->B->A->C,0.010138996054928783,2.0263963659729355e-06,26.93275602056492
261,E->F->B->A->C,0.009374290550333272,1.8735610707270564e-06,27.273321460463006
262,E->F->B->A->D->C,0.010710225428059604,2.140563204541394e-06,26.694719442004708
263,E->F->B->D->A->C,0.011573541142863294,2.3131068979887444e-06,26.358042962679132
264,E->F->B->D->C,0.009098953322651752,1.8185317212166907e-06,27.402791190089314
265,E->F->D->A->C,0.009326995637544196,1.8641086319564346e-06,27.29528782494622
266,E->F->D->B->A->C,0.01125370503726087,2.2491839298182788e-06,26.47975028139772
267,E->F->D->C,0.006852407817332653,1.369533455184381e-06,28.634273542647094
268,E->C->A->B->D,0.007974311645826513,1.5937589927735708e-06,27.975773517115883
269,E->C->A->B->F->D,0.010002725458522111,1.999161101273014e-06,26.991522070951092
270,E->C->A->D,0.006047602246109837,1.2086836949117263e-06,29.176873364653247
271,E->C->D,0.003573014425898296,7.141085181396728e-07,31.46235786475725
272,E->D,0.001905261348968936,3.807886552931955e-07,34.19315998882512
273,E->F->B->A->C->D,0.011178314223669305,2.2341161982734553e-06,26.50894242609577
274,E->F->B->A->D,0.00890620175472357,1.780008076994995e-06,27.495780270245902
275,E->F->B->D,0.00729492964931572,1.4579765936702919e-06,28.362494481177905
276,E->F->D,0.0050483841439966206,1.008978327637982e-06,29.96118162096408
277,E->C->A->B->D->F,0.009928225795638112,1.984271476568904e-06,27.02398910452898
278,E->C->A->B->F,0.008048811308710513,1.6086486174776813e-06,27.935388099445465
279,E->C->A->D->B->F,0.010248061901240535,2.048194444739369e-06,26.886288161196568
280,E->C->A->D->F,0.008001516395921435,1.599196178707059e-06,27.96098256639077
281,E->C->D->A->B->F,0.009384746186436844,1.8756507512920187e-06,27.268480246493976
282,E->C->D->B->F,0.007773474081028993,1.5536192679673158e-06,28.086554012877745
283,E->C->D->F,0.005526928575709893,1.1046210019350056e-06,29.567867038809695
284,E->D->A->B->F,0.007716993109507483,1.5423308884455415e-06,28.118224436585713
285,E->D->B->F,0.0061057210040996335,1.2202994051208384e-06,29.135336004409474
286,E->D->C->A->B->F,0.009989105578453217,1.996439009724002e-06,26.997439527598544
287,E->D->F,0.0038591754987805336,7.713011390885282e-07,31.127760272534537
288,E->F,0.003094469994185023,6.184658438426492e-07,32.086842802551814
289,F->B->A,0.003906470411569611,7.807535778591504e-07,31.074860169076572
290,F->B->D->A,0.0061057210040996335,1.2202994051208382e-06,29.135336004409474
